subject,content
"코스피, 낙폭 확대…개미, '밀리면 더 산다'","코스피가 2%대 급락 중이다. 낙폭을 좀처럼 좁히지 못하고 있다. 개인투자자들의 저가매수세가 대거 유입되고 있는데도 불구하고 지수 하락을 방어하기에는 여전히 역부족인 상황이다. 14일 낮 12시6분 현재 코스피지수는 전거래일대비 101.18포인트(2.43%) 하락한 4,069.45를 기록중이다. 외국인이 1조4,000억원, 기관이 3,800억원 매도 우위를 보이고 있는 가운데 개인은 1조8,000억원 매수 우위다. 개인들의 대규모 반발매수세가 유입되고 있는 형국이긴 하지만 낙폭은 좀처럼 좁혀지지 않고 있다. 시가총액 상위종목별로는 삼성전자(-3.89%), SK하이닉스(-5.88%) 등 대형반도체주의 낙폭이 심화되고 있다. 이 외에도 LG에너지솔루션(-3.41%), 두산에너빌리티(-3.97%), 네이버(-3.20%) 등도 부진한 모습이다. 반면, HD현대중공업(3.17%), 한화에어로스페이스(2.72%), 셀트리온(2.36%) 등은 상승세다. 같은 시각 현재 코스닥지수는 전거래일대비 10.38포인트(1.13%) 하락한 907.99를 기록중이다. (사진=연합뉴스)"
외국인 국채·주식 동시 매도…부메랑 된 환율,"한은 총재 발언후 국채선물 2.6조 순매도금리급등 영향…채권 매각대금 달러 전환외인 증시에서도 6조6000억 순매도 지속



외국인 투자자들이 이달 들어 유가증권시장에 이어 국공채를 대거 순매도 하면서 환율을 자극했다. 이창용 한국은행 총재의 깜짝 매파적 발언으로 국고채 금리가 치솟자 외국인 투자자들이 국채 매도에 나서는 모습이다.채권과 주식시장 전반에서 외국인 자금 이탈이 지속되면서 환율도 오르고 있다. 지난 1월 비상 계엄 당시 환율 수준인 1480원까지 치솟는 게 아니냐는 우려까지 나온다.14일 한국거래소 정보데이터 시스템에 따르면 지난 1일부터 13일까지 외국인들은 국고채 10년 선물(KTB10) 2조3818억원을 순매도했다. 같은 기간 국고채 3년물 선물(KTB3)은 2195억원 순매도했다. 이달 들어 약 2조6013억원 규모의 국채 선물을 팔아치운 셈이다.순매도 속도는 더욱 가팔라졌다. 지난 10~12일 사흘 만에 외국인들은 약 1조5290억원어치의 국공채 10년 선물을 던졌다.외국인들이 국채 선물을 대거 매도한 배경으로는 당장 이창용 총재의 발언이 이유로 꼽힌다. 이 총재는 지난 12일 싱가포르 방문 중 외신과의 인터뷰에서 “11월 경제전망에 따라 인하 시기, 인하 폭, 방향성 등이 결정될 수 있다”고 발언했다.이 총재의 발언이 금리 인하가 아닌 인상에 무게를 두는 방향으로 해석되면서 채권 시장이 요동쳤다. 일반적으로 금리를 인상하면 채권 가격은 하락한다. 반대로 금리를 내리면 채권 가격은 오르는데, 한은이 금리 인하 계획이 없음을 시사하자 외국인들이 자금을 팔고 시장을 떠났다는 설명이다.문제는 채권 매각 대금이 달러로 환전되면서 또 다른 환율 상승 압력을 만들어 냈다는 점이다.주식 시장에서의 외국인 자금 이탈도 원/달러 환율 자극 요인으로 꼽힌다. 이달 들어 외국인은 국내 주식시장에서 총 6조61233억원을 순매도했다. 이날 증시에서도 외국인은 장초반부터 매도 우위를 보였다. 오전 9시54분 기준 외국인은 유가증권시장에서 8417억원, 코스닥시장에서 771억원을 팔아치웠다.박상현 iM증권 연구원은 “통화정책, 즉 추가 금리인하 기대감 약화는 국채 선물을 중심으로 한 외국인 매도세를 확대했고 이는 원/달러 환율 상승 압력으로 작용하고 있다”고 말했다. 신주희 기자"
‘팩트시트’ 발표에도 코스피 약세…“실망감 표출”,"코스피 하락.한국과 미국의 무역협상 내용을 담은 팩트시트가 발표됐지만, 시장은 큰 움직임을 보이지 않고 있다.14일 한국거래소에 따르면 오전 11시 30분 현재 코스피는 전날보다 2.51% 내린 4066.37을 나타내고 있다.개인 투자자가 1조6000억원 이상을 사들이고 있지만, 외국인과 기관의 동반 매도세가 지수를 끌어내리고 있다. 외국인은 1조3000억원 이상 주식을 팔았다. 외국인은 선물 시장에서도 8000억원 이상 순매도 중이다.팩트시트에 투자 등 호재가 담긴 방산과 조선주만 강세를 보이고 있다. HD현대중공업 주가는 1.76%, 한화에어로스페이스는 1.57% 상승 중이다.자동차 관세 인하 내용이 포함됐지만, 현대차는 1% 이상 약세고, 경쟁국 대비 낮은 관세를 약속 받은 반도체 역시 하락세다. 삼성전자 주가는 3.89%, SK하이닉스 주가는 6.37% 떨어졌다.외국인 매도세가 이어지고 있는 가운데, 이번 발표 이후 환율 역시 더 오를 수 있다는 전망이 나온다.이상헌 iM증권 연구원은 “발표 내용이 시장 예상에 부합했지만, 일본과 달리 구체적인 투자처 등을 명시하지 않으면서 실망감이 더 크게 작용하고 있다”며 “환율 역시 당국이 개입 의지를 보였지만, 달러 유출 확대 등 상방 압력이 더 커 지속적으로 상승할 가능성이 높다”고 말했다."
"백악관 ""美, 한국산 車관세 15%로↓…반도체는 경쟁국보다 불리하지 않게""(상보)","상호적 무역 증진 부문



도널드 트럼프 미국 대통령. 연합뉴스백악관은 13일(현지시간) 미국이 한국산 자동차·차 부품·원목·목재·목재 파생제품에 대한 관세를 15%로 낮추기로 했다고 밝혔다.백악관은 이날 한미 무역 합의 관련 내용이 담긴 팩트시트를 공개했다. 이날 합의안은 이재명 대통령과 도널드 트럼프 대통령의 경북 경주 정상회담을 계기로 타결됐다.상호적 무역 증진 부문에서 미국은 한국산 자동차, 자동차부품, 원목, 목재, 목제 파생제품에 대한 무역확장법 232조에 의거한 관세를 15%로 낮추기로 했다. 다만 현재 25%인 자동차와 자동차부품 관세를 언제부터 15%로 낮출지는 팩트시트에 명시하지 않았다.미국 정부가 아직 발표하지 않은 의약품 관세의 경우 한국산 제품에 대한 관세를 15% 이하로 제한한다.미국 정부가 검토 중인 반도체 관세의 경우 앞으로 미국이 다른 나라와 체결할 합의보다 불리한 대우를 받지 않도록 했는데 비교 대상 국가를 반도체 교역량이 한국 이상인 국가로 한정했다. 대만 등이 해당할 전망이다.미국은 또 복제 의약품과 미국에서 구할 수 없는 천연자원, 항공기와 항공기 부품에 대해서는 상호관세를 없앨 방침이다.한국은 정부가 기존에 설명한 대로 양해각서(MOU)를 체결해 전략 투자 분야에서 미국에 2000억달러를 투자하고, 조선업에 1500억달러를 투자하기로 했다. 다만 MOU에 따른 투자액이 한 해에 200억달러를 넘지 않도록 했다.대한항공은 총 103대의 보잉 항공기 구매도 발표했다. 이는 360억달러 규모다.백악관은 ""양국은 상호 이익을 증진하는 무역·투자를 확대하기 위한 공동 목표를 재확인했다""며 ""올해 말까지 KORUS 공동위원회에서 실행계획을 채택할 예정""이라고 전했다."
AI·반도체가 이끈 10월…동학개미 올해 ‘최고’,"한국 증시가 반도체와 에너지 업종의 강세에 힘입어 10월 한 달간 올해 최고 수준의 수익률을 기록한 것으로 나타났다. 글로벌 시장이 엇갈린 흐름을 보인 가운데, 국내 투자자들의 관심은 AI(인공지능) 반도체와 방산·에너지 업종으로 모였다.14일 카카오페이증권에 따르면 10월 한 달간 카카오페이증권 플랫폼에서 국내외 주식을 거래한 투자자의 수익률을 분석한 결과, 한국 주식 평균 수익률은 9.2%로 9월(5.8%)보다 3.4%포인트 상승하며 올해 최고치를 기록했다.국내 시장의 상승세는 반도체 업황 개선이 주도했다. 삼성전자(+28%)와 SK하이닉스(+61%)는 매수 상위권을 차지하며 AI 서버용 메모리 수요 확대와 반도체 가격 반등 효과를 톡톡히 누렸다.조선·에너지 업종도 강세를 보였다. 한미 정상회담 이후 방산 투자 확대 기대감이 커지면서 한화오션(+25%)과 삼성중공업(+35%)이 매수세를 모았다. 두산에너빌리티(+41%)는 해외 발전 프로젝트와 원전 수출 기대감으로 주목받았다. 또 에코프로(+85%), 한미반도체(+49%), 현대차(+35%) 등이 전기차 판매 호조와 환율 상승(원화 약세)에 따른 수출 경쟁력 강화로 상위권에 새롭게 이름을 올렸다.국내 주식 상위 10% 투자자의 평균 수익률은 42.2%로 전월(37.5%)보다 상승했다. 이들은 반도체 중심의 포트폴리오를 유지하면서도 휴림로봇(+102%)·하이브(+28%)·알테오젠(+7%) 등 로봇, 엔터테인먼트, 바이오주로 분산 투자하며 위험 관리에 나섰다.미국 주식시장은 10월 평균 수익률이 11.1%로 전월(11.4%)과 유사한 수준을 유지하며 보합권에 머물렀다. 다만 테슬라(TSLA, +3%)와 엔비디아(NVDA, +9%)가 매수 상위 1·2위를 차지하며 전기차 및 AI 관련 종목이 여전히 투자 트렌드를 주도했다.엔비디아는 차세대 그래픽처리장치(GPU) 출시와 AI 반도체 수요 확대로 상승세를 이어갔고, 테슬라는 자율주행 기술 기대감이 주가를 뒷받침했다. 또 미국 정부의 양자컴퓨팅(Quantum Computing) 투자 확대 소식으로 관련 종목들이 재부상했다. 리게티 컴퓨팅(RGTI, +49%), 아이온큐(IONQ, +1%) 등이 다시 주목을 받았고, 일론 머스크의 ‘스타링크’ 협력 소식이 전해진 캠비움 네트웍스(CMBM, +236%)는 밈주식 열풍과 맞물려 급등했다. 반면 대체육 기업 비욘드 미트(BYND, -12%)는 실적 악화로 하락세를 이어갔다.상위 10% 미국 투자자들의 평균 수익률은 78.6%로 전월(64.1%) 대비 크게 상승했다. 이들은 비트코인 관련 ETF, AI 반도체, 양자컴퓨팅 등 고위험·고수익 종목 위주로 단기 매매에 적극 나선 것으로 분석됐다.카카오페이증권 관계자는 “10월은 AI와 반도체 중심의 성장세가 이어지면서 밈주식과 단기 테마 투자로 투자심리가 확산된 시기였다”며 “특히 국내 시장은 반도체 업황 회복세가 본격화한 것이 수익률 상승의 주요 요인으로 작용했다”고 밝혔다."
이제는 바이오?…주도주 약세에 소외주 부상,"美 기술주 급락 여파, 반도체주 등 주도주 동반 약세제약·바이오 등 소외주는 강세, 에이비엘바이오 기술이전 '촉매'""순환매 장세 당분간 지속""…실적·저평가 업종 재조명



[서울=뉴시스] 정병혁 기자 = 13일 서울 중구 하나은행 딜링룸에서 직원들이 업무를 보고 있다. 이날 코스피는 전 거래일(4150.39)보다 22.82포인트(0.55%) 하락한 4127.57에, 코스닥 지수는 전 거래일(906.51)보다 2.15포인트(0.24%) 내린 904.36에 거래를 시작했다.서울 외환시장에서 원·달러 환율은 전 거래일 주간거래 종가(1465.7.5원)보다 3.3원 오른 1469.0원에 출발했다.. 2025.11.13. jhope@newsis.com[서울=뉴시스] 배요한 기자 = 미국의 연내 금리 인하 기대가 약화되면서 고평가 논란이 제기된 인공지능(AI) 관련 기술주들이 일제히 급락했다. 이에 국내 증시 강세를 이끌었던 반도체주가 두드러진 약세를 보이며 주도주 중심의 장세에 제동이 걸렸다. 증권가는 국내 증시가 단기 과열 해소 구간에 진입한 만큼, 당분간 순환매 장세가 이어질 것으로 전망했다. 특히 장기간 소외됐던 제약·바이오 업종과 함께 실적 대비 저평가된 업종에 대한 관심이 필요하다고 조언했다.14일 한국거래소에 따르면 오전 10시 기준 삼성전자는 전일 대비 4.09%(4200원) 하락한 9만8600원에 거래되고 있다. 삼성전자가 10만원선을 하회한 것은 5거래일 만이다. 같은 시각 SK하이닉스는 5.56% 급락한 57만8000원에 거래 중이다.반도체 뿐만 아니라 최근 주가가 급등했던 주도주들도 큰 폭의 조정을 받고 있다. 두산에너빌리티(-3.61%), SK스퀘어(-7.26%), 한국전력(-2.44%), HD현대일렉트릭(-4.50%), 효성중공업(-3.86%), HD현대(-3.76%), 삼성전기(-3.50%), 두산(-6.18%) 등 원전·전력기기·지주사 대표 종목들이 약세를 보였다.반면 제약·바이오주들은 뚜렷한 상승 흐름을 보이고 있다. 셀트리온은 이날 3.28% 상승한 20만1500원에 거래 중이며, HLB(1.18%), 파마리서치(2.46%), 코오롱티슈진(2.72%), 셀트리온제약(1.95%) 등도 동반 강세를 나타내고 있다.이 같은 엇갈린 흐름은 전날 뉴욕증시에서 기술주 약세가 두드러진 영향이다. 기술주 중심의 나스닥지수가 2.28% 급락한 가운데 엔비디아(-3.6%), 브로드컴(-4.3%), 테슬라(-6.6%), 팔란티어(-6.6%) 등 주요 기술주의 투자심리가 크게 위축됐다.미 연방정부 셧다운(일시적 업무정지) 우려는 해소됐지만, 연준 위원들이 12월 금리 인하에 부정적인 입장을 내놓으면서 긴축 기조가 당분간 유지될 수 있다는 우려가 커졌다.베스 해맥 클리블랜드 연방준비은행 총재는 전날 펜실베이니아주 피츠버그에서 열린 이코노믹 클럽 대담에서 ""인플레이션을 2% 목표로 되돌리기 위해 통화정책을 다소 긴축적으로 유지할 필요가 있다""고 말했다.알베르토 무살렘 세인트루이스 연은 총재는 ""금리 인하에 있어서는 신중할 필요가 있다""고 밝혔고, 수전 콜린스 보스턴 연은 총재도 ""불확실성이 높은 상황에서는 금리를 당분간 동결하는 것이 적절하다""고 언급했다.이 같은 발언이 이어지자 금리 인하 기대는 빠르게 후퇴했다. 14일 기준 시카고상품거래소(CME) 페드워치에 따르면 12월 기준금리 인하 가능성은 50.7%로 하락했다. 이는 지난주(69.6%)와 한 달 전(95.5%)에 비해 크게 낮아진 수치다.전문가들은 미국의 연내 금리 인하 기대가 낮아지면서 국내 증시가 뚜렷한 방향성을 잃은 가운데, 업종별 순환매 흐름이 이어질 것으로 내다봤다. 최근 순환매 과정 속에서 기존 주도주 대비 소외주(바이오·화학 등)의 반등세가 당분간 지속될 수 있다는 분석이다.정해창 대신증권 연구원은 ""제약·바이오 업종은 장기간 소외됐지만 시장의 주목을 받기 시작했다""며 ""소프트웨어, 필수소비재, 철강, 디스플레이 등도 실적 대비 저평가 구간에 위치해 있다""고 분석했다.특히 제약·바이오 업종은 에이비엘바이오의 기술이전 소식 이후 업종 전반에 온기가 감돌고 있다. 전날 에이비엘바이오는 일라이릴리와 총 3조8000억원 규모의 '그랩바디-B(Grabody-B)' 플랫폼 기술이전 계약을 체결했다고 공시했다. 위해주 한국투자증권 연구원은 ""에이비엘바이오의 일라이릴리향 기술이전 공시가 바이오텍의 성과에 대한 기대감을 높이고 있다""며 ""기술이전을 기대할 수 있는 바이오텍으로는 리가켐바이오를 주목할 만하다""고 말했다. 이어 ""리가켐바이오는 지난 7월부터 패키지 딜을 언급해왔는데, ADC 플랫폼 활용 권리와 파이프라인을 함께 이전하는 구조라 총규모와 선급금 모두 클 가능성이 있다""고 분석했다. 이외에도 위 연구원은 제약바이오 기업 중 디앤디파마텍, 한미약품, 에이프릴바이오, 코오롱티슈진 등을 추천했다.한지영 키움증권 연구원은 ""증시 전체에서 자금이 이탈하고 있다기보다는 특정 업종으로의 순환매 흐름이 이어지는 모습""이라며 ""이러한 순환매가 장중 지수 하단을 방어해줄 수 있을 것""이라고 내다봤다．"
수능 테마주 맞나…교육株 주가 '비실비실',"메가스터디·디지털대성 등 주가 내림세



 [부산=뉴시스] 하경민 기자 = 2026학년도 대학수학능력시험일인 13일 부산 연제구 연제고등학교에 마련된 시험장에서 고3 수험생들이 차분하게 시험을 준비하고 있다.  이날 부산에서는 수능 지원자 2만8883명이 62개 고사장에서 시험에 응시한다. (공동취재) 2025.11.13. yulnetphoto@newsis.com[서울=뉴시스] 김경택 기자 = 과거 수능 테마주로 주목받았던 교육주들이 올해는 특수를 누리지 못하고 있다. 대부분의 교육 관련 기업들의 주가가 시장 대비 부진한 수익률을 거두고 있는 것으로 나타났다.14일 한국거래소에 따르면 전날 메가스터디(-1.13%)를 비롯해 아이비김영(-2.05%), 디지털대성(-0.98%), 메가스터디교육(-0.90%) 등 교육 관련 기업들의 주가가 줄줄이 하락세를 나타냈다. 이들 기업은 과거 수능일을 전후로 단기 테마를 형성했다. 일반적으로 수능 시험 난이도가 높을 수록 투자심리가 강화되는 경향이 있다. 수능이 상대적으로 어렵게 출제될 경우 사교육 수요가 커질 것으로 예상되기 때문이다.실제 지난 2024학년도 대학수학능력시험이 이른바 '불수능'으로 매우 어렵게 출제되면서 교육 관련 종목이 강한 상승세를 나타냈다. 2023년 11월 당시 비상교육은 수능일인 16일 주가가 4290원에 머물렀지만 같은달 27일에는 장중 6520원까지 오르는 등 불과 열흘 만에 50% 이상 급등했다.다만 올해 수능 난이도는 지난해와 유사한 수준이었던 것으로 전해지며 투자자 관심이 크게 줄었다는 평가다. 올 들어 주요 교육주의 주가는 코스피·코스닥 지수의 평균 상승률에 못 미치고 있다.올해 코스피와 코스닥이 70%, 30% 넘게 뛴 데 비해 메가스터디(7.48%), 디지털대성(3.91%), 메가스터디교육(1.26%), 아이비김영(-5.94%) 등은 모두 한자리수 상승률에 그치거나 오히려 주가가 하락한 것으로 나타났다.금융투자업계 관계자는 ""과거 '수능 난이도가 올라가면 교육 업종은 웃는다'는 속설과 함께 입시제도 개편 등이 논의될 때마다 교육주가 주목을 받곤 했지만 이제는 저출산에 따른 학령인구 감소, 대체수단 다양화 등 다양한 변수가 생겨난 상황""이라면서 ""또 교육주는 경기가 둔화돼도 수요가 줄지 않는 경기방어주 성격도 지니고 있는데, 시장이 최근처럼 활황일 경우엔 상대적으로 주목도가 덜할 수밖에 없다""고 설명했다.한편 김창원 수능출제위원장은 전날 오전 정부세종청사에서 열린 브리핑에서 수능 출제 경향을 발표하며 ""과도한 수험 준비 부담을 완화하고 학교 교육 내실화에 도움이 될 수 있도록 현행 교육과정 범위와 수준을 고려했으며, 작년 수능과 올해 두 차례 시행된 모의평가의 결과에 대한 분석을 토대로 출제했다""고 말했다．"
"동진쎄미켐, 임시주총서 물적분할 통과…""신설법인 상장 계획없다""","발포제 사업 분할...전자재료 사업 역량 집중매수청구권으로 취득할 자사주 일부 소각



이준혁 동진쎄미켐 회장/ 사진제공 동진쎄미켐동진쎄미켐은 14일 오전 임시주주총회에서 '분할계획서 승인의 건'이 원안대로 가결됐다고 밝혔다.이로써 동진쎄미켐은 발포제 사업 부문을 단순 물적분할해 신설회사 ‘동진이노켐(가칭)’을 설립한다. 분할기일은 내년 1월 1일이며, 분할 법인은 동진쎄미켐의 100% 자회사가 된다.동진쎄미켐은 이번 물적분할로 성격이 다른 전자재료와 발포제 사업을 분리, 각 부문의 전문성을 높이고 경영 효율성을 극대화할 수 있을 것으로 기대하고 있다. 확보 재원과 역량은 향후 중국 디스플레이 법인 매각 자금 등과 함께 국내 전자재료 사업에 집중 투자한다는 계획이다.특히 동진쎄미켐은 주주 보호를 위해 신설법인의 상장에 대해서는 계획하고 있지 않다고 입장을 명확히 밝혔다. 자회사 물적분할을 통한 중복상장, 이른바 ‘쪼개기 상장’으로 인한 주주가치 훼손 우려를 불식시키려는 조치다.동진쎄미켐은 또 물적분할을 계기로 주주가치 제고를 위한 적극적인 주주환원책을 제시했다. 향후 배당성향을 지속해서 확대하고, 재무 상황을 고려해 자사주 매입·소각도 검토하겠다는 입장이다.뿐만 아니라 이번 물적분할에 반대하는 주주들의 주식매수청구권 행사로 취득하게 될 자사주에 대해서도 일부 소각을 검토하고 있다고 밝혔다. 동진쎄미켐의 주식매수청구권 매수예정가격은 3만7440원으로, 회사측은 12월 4일 총액을 확인한 후 구체적인 처분 계획을 공시할 계획이다.동진쎄미켐 관계자는 ""이번 물적분할은 전방산업의 빠른 변화에 신속하게 대처하고 전자재료 사업의 전문성을 강화하기 위한 선제적 결정""이라며 ""핵심 사업에 역량을 집중해 2026년 본격적인 성장 궤도에 오르는 한편, 자사주 소각을 포함한 다양한 주주환원 정책을 검토해 주주가치 제고에 최선을 다할 것""이라고 밝혔다."
출렁이는 美 기술주…'10만전자·60만닉스' 깨졌다,"삼성전자 9만8500원·SK하이닉스 57만3000원까지 '털썩'



14일 삼성전자와 SK하이닉스의 주가가 고전하고 있다. /더팩트 DB[더팩트｜윤정원 기자] 간밤 뉴욕증시에서 기술주가 폭락한 데 이어 삼성전자와 SK하이닉스 주가가 맥을 못 추고 있다.한국거래소에 따르면 14일 오전 11시 5분 기준 삼성전자는 전 거래일(10만2800원) 대비 3.89%(4000원) 내린 9만8800원을 나타내고 있다. 이날 9만9000원으로 개장한 삼성전자는 9만8500원까지도 빠졌다.같은 시각 SK하이닉스는 전 거래일(61만2000원) 대비 6.05%(3만7000원) 하락한 57만5000원을 기록하고 있다. 이날 57만9000원으로 개장한 SK하이닉스는 우하향 곡선을 그리며 하락 폭을 늘리는 추이다. 장중 최저가는 57만3000원이다.13일(현지시간) 기술주 중심의 나스닥 종합지수는 전 거래일보다 2.29%(536.10포인트) 내린 2만 2870.36에 장을 마감했다. 주요 반도체 종목으로 구성된 필라델피아반도체 지수도 3.72% 밀렸다.12월 금리인하 전망 후퇴가 고평가 논란이 일고 있는 대형 기술주의 집중 매도세로 이어졌다. △엔비디아(-3.56%) △AMD(-4.21%) △팰런티어(-6.53%) 등 인공지능(AI) 관련 종목의 낙폭이 컸다. 테슬라도 6.65% 급락했다.인공지능(AI) 기술주 고평가 논란도 여전하다. 파와드 라자크자다 시티인덱스앤드포렉스닷컴 전략가는 ""랠리 이후 기술주는 과대평가됐고 새로운 호재가 부족해지면서 투자심리가 식었다""고 언급했다.한지영 키움증권 연구원은 ""AI주는 수익성, 데이터센터 부족에 따른 GPU 가치 하락 가능성, 감가상각 논란, 사모크레딧 불안 등 여러 도전과제를 한꺼번에 부여받고 있다""며 ""이같은 분위기를 반전시킬 수 있는 것이 다음주 예정된 엔비디아 실적인 만큼 그 전까지의 이들 주식의 주가 및 수급 변동성 확대는 대비해야 한다""고 말했다.발로 뛰는 더팩트는 24시간 여러분의 제보를 기다립니다.▶카카오톡: '더팩트제보' 검색▶이메일: jebo@tf.co.kr▶뉴스 홈페이지: http://talk.tf.co.kr/bbs/report/write"
"'초우량채' SK텔레콤, 공모채 최대 2400억원 발행 도전 [fn마켓워치]","(출처=연합뉴스)[파이낸셜뉴스] 신용등급 'AAA' 수준의 초우량채에 해당하는 SK텔레콤이 다음달 공모 회사채 시장에 나온다. 지난 9월 공모채 발행 이후 약 석 달 만의 추가 발행이다.  14일 금융투자업계에 따르면 SK텔레콤은 다음달 3일 1500억원 규모 자금 모집을 목표로 수요예측을 진행한다.수요예측 흥행 시 최대 2400억원까지 증액 가능성을 열어놨다.  신한투자증권과 SK증권이 대표주관을 맡았다. 발행 예정일은 같은 달 11일이다. SK텔레콤은 지난 9월 3100억원 규모 공모채를 발행한 바 있다. 앞서 지난 2월 공모채 발행물량(4000억원)까지 더하면 SK텔레콤이 올해 들어서 발행한 회사채 물량은 총 7100억원에 달한다. 이번 수요예측을 통해 2400억원까지 증액할 경우 발행 물량은 1조원에 가까운 9500억원에 달하게 된다.  지난해 발행물량(7000억원)을 훌쩍 웃도는 수준이다. 연내 들어오는 회사채 만기 물량은 이달 1000억원 수준인 점을 고려하면 이번 조달은 차환 및 운영자금 물량으로 풀이된다. 내년 만기 도래 물량은 7750억원 수준이다.  SK텔레콤의 신용등급은 AAA 수준이다. 국내 비금융 민간기업 가운데 최우량 신용등급인 'AAA'를 보유한 기업은 SK텔레콤을 비롯해 KT, KT&G, 현대자동차, 기아 등 5곳이 전부이다.  SK텔레콤은 1984년 3월 한국이동통신서비스로 설립된 국내 최대 이동통신 사업자이다. SK브로드밴드(인터넷, IPTV 등), SK텔링크(알뜰폰, 국제전화) 등 종속기업을 통해 유무선 통신 전반에 걸친 사업포트폴리오를 보유하고 있다. 현재 최대주주는 SK로 올해 3월말 기준 지분 30.6%를 보유하고 있다."
“다시 주도주로 떠오르나”…바이오주 ‘3박자 랠리’ 온다,"‘KRX 헬스케어’ 지수 9.04% 상승에이비엘바이오 대형 계약에 훈풍기술수출·임상·금리인하 ‘3박자’



 [챗GPT로 생성한 이미지]국내 증시 강세 속에서 소외됐던 제약·바이오 업종이 다시 존재감을 키우고 있다. 기술수출 성과와 주요 임상 데이터 발표, 금리인하 기대 등 ‘3박자’가 맞물리며 상반기 부진을 털고 상승 흐름을 이어갈 것이란 분석이 나온다.14일 한국거래소에 따르면 이달 들어 전날까지 주요 제약·바이오주 66개로 구성된 ‘KRX 헬스케어’ 지수는 9.04% 상승했다.‘KRX 보험’(10.36%), ‘KRX 은행’(9.58%) 지수에 이어 상승률 3위를 차지했다. 같은 기간 ‘KRX 반도체’ 지수 수익률(1.56%)을 뛰어넘은 수치다.특히 지난 12일 에이비엘바이오가 글로벌 제약사 일라이릴리와 최대 3조8000억원 규모의 기술이전 계약을 발표하면서 업계 전반에 훈풍을 불어넣었다. 이번 계약은 국내 바이오 기업 역사상 세 번째로 큰 기술이전 계약으로, 에이비엘바이오는 올해에만 약 8조원에 육박하는 계약을 확보했다.주가도 강하게 반응했다. 에이비엘바이오 주가는 지난 12일부터 이틀 연속 상한가를 기록하면서 코스닥 시가총액 순위 4위에 올랐다. 교보증권은 이날 에이비엘바이오의 시가총액이 10조원에 이를 수 있다며 목표주가를 기존 12만원에서 19만원으로 상향 조정했다.증권가에서는 이같은 기업들의 개별 호재가 내년 상반기까지 이어지며 제약·바이오주의 강세가 지속될 것으로 보고 있다. 기술수출 모멘텀에 더해 임상시험 데이터 발표와 금리인하 시기가 맞물리며 ‘3박자’가 갖춰졌다는 분석이다.상상인증권에 따르면 디앤디파마텍은 내년 상반기 대사이상지방간염(MASH) 치료제 조직생검 데이터를 발표할 예정이다. 지투지바이오는 비만치료제 월 1회 제형에 대한 기술수출 기대감이 있다. 한미약품은 MASH 치료제 임상 종료가 연말에 예정돼 있으며 내년 상반기 데이터 발표가 예정돼 있다. 일동제약은 경구용 GLP-1에 대한 기술수출 기대감이 존재한다.이달미 상상인증권 연구원은 “많은 기업이 연말 또는 내년 상반기에 긍정적인 이벤트를 앞두고 있다”며 “이러한 이벤트는 제약·바이오 섹터 내 주가 상승세를 견인할 것”이라고 말했다.한국투자증권은 에이비엘바이오 외에도 리가켐바이오, 디앤디파마텍, 한미약품, 에이프릴바이오, 코오롱티슈진을 추천 종목으로 꼽았다.위해주 한국투자증권 연구원은 “에이비엘바이오의 일라이릴리향 기술이전 공시가 바이오기술기업(바이오텍) 성과에 대한 기대감을 높였다”면서 “기술이전을 기대할 수 있는 바이오텍은 리가켐바이오”라고 말했다."
"“최근 조정은 매수 기회”…에이피알 3% 상승, 반등 신호일까 [종목Pick]","14일 오전 10시 3.75% 상승이달 들어 MSCI 편입·호실적에도 21% 하락증권가 “미국 시장 중심 매출 확대 기대”



에이피알 모델 장원영. [에이피알 제공][헤럴드경제=문이림 기자] 이달 주가가 부진했던 에이피알이 반등세를 보이고 있다.14일 한국거래소에 따르면 오전 10시 44분 기준 에이피알은 전일보다 3.75% 오른 22만1500원에 거래되고 있다.전날엔 5거래일 만에 1.18% 소폭 반등한 21만3500원에 거래를 마쳤다.에이피알은 이달 들어 전날까지 21.65% 하락하며 뚜렷한 단기 조정을 겪었다. 모건스탠리캐피털인터내셔널(MSCI) 한국지수 편입과 3분기 호실적 등 호재가 이어졌음에도 주가는 부진했다. 각종 긍정적인 재료가 선반영된 데다 외국인 중심의 차익실현 물량이 쏟아진 영향으로 풀이된다.증권가는 4분기에도 에이피알의 호실적이 이어질 것으로 보고 긍정적인 전망을 내놓고 있다.조소정 키움증권 연구원은이날 보고서에서 “최근 주가 조정은 매수 기회였다”며 “내년에도 글로벌 시장을 겨냥한 마케팅 확대와 트렌드에 맞춘 신제품 출시가 이어질 것으로 보인다”고 말했다. 이어“메디큐브 브랜드 인지도 상승과 함께 수요 증가가 기대된다”고 덧붙였다.이승은 유안타증권 연구원은 “내년에도 미국 시장이 가장 큰 성장 모멘텀을 제공할 것”이라며 “아마존과 틱톡샵에서의 상위 순위가 유지되고 내년 하반기부터 오프라인 입점 채널이 복수로 확대되면 매출이 1000억원 이상으로 늘어날 것”이라고 전망했다."
